PLAZA CODE,PLAZA NAME,CONCESSIONAIRE TYPE,PLAZA SUB TYPE,STATE,CITY,LATITUDE,LONGITUDE
536611,Sundrapalya Toll Plaza,PF,NATIONAL,Karnataka,Sundrapal,13.011866,78.404306
536613,Hedaginabele Toll Plaza KM-14,PF,NATIONAL,Karnataka,Malur,13.0447800707807,77.917391780306
536614,Agrahara Toll Plaza KM-24,PF,NATIONAL,Karnataka,Malur,13.0424491766044,77.9998078533201
536615,Krishnarajapura Plaza KM 52,PF,NATIONAL,Karnataka,Bangarpet,13.0040755684863,78.2558577956481
536641,Rampura Toll Plaza,PF,NATIONAL,Karnataka,Vijayapura,16.823379,75.473471
536646,G Hosahalli Toll Plaza,Conc.,STATE,Karnataka,Hosahalli,13.2648,76.9476
536661,Anmod Checkpost,Conc.,STATE,Karnataka,Dandeli,15.439133,74.302876
536677,KRS Downstream Bridge Toll,Conc,STATE,Karnataka,Krishnarajanagara,12.4261,76.5761
536682,Khadernagar Toll Plaza,PF,NATIONAL,Karnataka,Bengaluru,17.90579,77.36431
536779,Bavali Forest Checkpost,CONC,STATE,Karnataka,Mysuru,11.85648,76.11717
546028,Nalluru Devanahalli Toll Plaza,PF,NATIONAL,Karnataka,Bengaluru,13.206308,77.765553
556001,Kadathanamale Toll Plaza,Conc.,STATE,Karnataka,Bangalore,13.2123515,77.5535138
556002,Gunjur Toll Plaza,Conc.,STATE,Karnataka,Bangalore,13.4293608,77.5124912
556003,BYADARAHALLI TOLL PLAZA,Conc.,STATE,Karnataka,GORUR,12.521607,76.041609
556004,NILAVAGILU TOLL PLAZA,Conc.,STATE,Karnataka,RAMANAT,12.6657789,76.0879545
556005,COORGAL TOLL PLAZA,Conc.,STATE,Karnataka,BETTADAP,12.4421692,76.1016017
556006,GUDEMARAN AHALLI TOLL PLAZA,Conc.,STATE,Karnataka,MAGADI,13.022707,77.153308
556007,Chandrabhavi toll plaza,Conc.,STATE,Karnataka,KORATAG,13.344609,77.142203
556008,BUDDAREDDYHALLI TOLL PLAZA,Conc.,STATE,Karnataka,PAVAGAD,14.121006,77.153804
556009,DODDAMAVATHURU TOLL PLAZA,Conc.,STATE,Karnataka,NEAR HUL,12.533502,77.024003
556010,OBALAPURA TOLL PLAZA,Conc.,STATE,Karnataka,NEAR YALL,13.261002,77.093901
556011,Sherewada Toll Plaza,Conc.,STATE,Karnataka,Kundagol,15.260165,75.177026
556012,Chattar Toll Plaza,Conc.,STATE,Karnataka,Mudgal,15.910173,76.446321
556013,Tippanal Toll Plaza,Conc.,STATE,Karnataka,Kanakagiri,15.542704,76.447683
556014,Papanashi Toll Plaza,Conc.,STATE,Karnataka,Avadi Somapur,15.3582487,75.6863757
556015,Hiremannapur Toll Plaza,Conc,STATE,Karnataka,Hiremann,15.7729777,76.2985608
556016,Hemagudda Toll Plaza,DBFOT,STATE,Karnataka,Hemagudd,15.431844,76.405685
556017,Marali Toll Plaza,DBFOT,STATE,Karnataka,Marali Vill,15.4669393,76.5742425
556018,Kurki Toll Plaza,Conc.,STATE,Karnataka,Kurki Villa,14.351626,75.979384
556019,Javoor Toll Plaza,Conc.,STATE,Karnataka,Javoor Vill,13.794751,75.982067
556020,Kamthana Toll Plaza,PF,STATE,Karnataka,Bidar,17.845891,77.448414
556021,Ainoli Toll Plaza,PF,STATE,Karnataka,Chincholi,17.503027,77.431011
556022,Chinchani Toll Plaza,Conc,STATE,Karnataka,Chikodi,16.418376,74.540661
556023,Kabbur Toll Plaza,Conc,STATE,Karnataka,Chikodi,16.359437,74.701976
556024,Link Road(L1) Toll Plaza,Conc,STATE,Karnataka,Bengaluru,12.936583,77.5315
556025,Hosur Road(P1) Toll Plaza,Conc,STATE,Karnataka,Bengaluru,12.858667,77.655833
556026,Tumkur Road (P7) Toll Plaza,Conc,STATE,Karnataka,Bengaluru,13.042389,77.475278
556027,Bannerghatta Road (P2)  Toll Plaza,Conc,STATE,Karnataka,Bengaluru,12.850056,77.588333
556028,Kanakapura Road (P3)  Toll Plaza,Conc,STATE,Karnataka,Bengaluru,12.857833,77.527583
556029,Clever Leaf(P4) Plaza Toll Plaza,Conc,STATE,Karnataka,Bengaluru,12.884139,77.501694
556030,Mysore Road (P5) Toll Plaza,Conc,STATE,Karnataka,Bengaluru,12.903583,77.470028
556031,Magadi Road (P6)  Toll Plaza,Conc,STATE,Karnataka,Bengaluru,12.989944,77.472444
556032,Harpanahalli Toll Plaza,Conc.,STATE,Karnataka,Hadagali,14.806217,75.975065
556033,Mundaragi Toll Plaza,Conc.,STATE,Karnataka,Mundargi,15.138206,75.889905
556034,Sanikoppa Toll Plaza,Conc.,STATE,Karnataka,Bailhongal,15.800694,74.804861
556035,Karikatti Toll Plaza,Conc.,STATE,Karnataka,Soundatti,15.738306,75.063639
556041,Beechagondanahalli Toll Plaza,Conc.,STATE,Karnataka,Beechagon,13.263241,77.944733
556042,Aminbhavi Toll Plaza,Conc.,STATE,Karnataka,Dharwad,15.528545,75.049936
556045,Yashwantpur Toll Plaza,Conc.,STATE,Karnataka,Sandur,15.051567,76.508268
556046,Baneti Toll Plaza,Conc.,STATE,Karnataka,Sandur,15.1520743,76.6083795
123001,Paliyekkara Toll plaza,Conc.,NATIONAL,Kerala,Thrissur,10.442916,76.260181
124001,Kumbalam Toll Plaza,Conc.,NATIONAL,Kerala,Ernakulam,9.895245,76.313541
239700,Pampampallam Toll Plaza,Conc.,NATIONAL,Kerala,Palakkad,10.8131538,76.7957998
367004,Poonarimangalam Toll Plaza,PF,NATIONAL,Kerala,Ernakulam,10.010715,76.257992
367006,Thiruvallam Toll Plaza,PF,NATIONAL,Kerala,Thiruvananthapuram,8.432799,76.959632
367007,Paniyankara Toll Plaza,Conc.,NATIONAL,Kerala,Vadakkencherry,10.590814,76.458274
536071,Devikulam Toll Plaza,PF,NATIONAL,Kerala,Munnar,10.056735,77.104957
536102,Thiruvangad Toll Plaza,PF,NATIONAL,Kerala,Thiruvananthapuram,11.771619,75.493803
536619,Olavanna Fee Plaza,PF,NATIONAL,Kerala,Kozhikode,11.238336,75.840869
536675,Kumbla Fee Plaza,PF,NATIONAL,Kerala,Kumbala,12.600457,74.939672
536748,Vettichira Toll Plaza,PF,NATIONAL,Kerala,Kochi,10.92749,76.02848
27001,Khalghat Toll Plaza,Conc.,NATIONAL,Madhya Pradesh,Dhar,22.173782,75.456797
125002,Choundha Toll Plaza,Conc.,NATIONAL,Madhya Pradesh,Morena,26.468079,78.010109
127001,Malthone Toll Plaza,Conc.,NATIONAL,Madhya Pradesh,Sagar,24.322069,78.526217
127002,Chitora Toll Plaza,Conc.,NATIONAL,Madhya Pradesh,Sagar,23.725416,78.809126
127003,Titarpani Toll Plaza,BOT,NATIONAL,Madhya Pradesh,Sagar,23.217097,79.043014
127004,Bakori Toll Plaza,BOT,NATIONAL,Madhya Pradesh,Damoh,22.8436452,79.3582326
131001,Jamli Toll Plaza,Conc.,NATIONAL,Madhya Pradesh,Barwani,21.75667,75.156824
132001,IDTL Toll Plaza-A,Conc.,NATIONAL,Madhya Pradesh,Indore,22.822692,75.938208
132002,IDTL Toll Plaza-B,Conc.,NATIONAL,Madhya Pradesh,Dewas,22.959586,76.084165
245001,SONWAY Toll Plaza,Conc.,NATIONAL,Madhya Pradesh,Indore,22.6118196,75.7764414
345003,Pagara Toll Plaza,Conc.,NATIONAL,Madhya Pradesh,Guna,24.5069819,77.1860753
345004,Jogipur Toll Plaza,Conc.,NATIONAL,Madhya Pradesh,Biaora,24.0875232,76.9848838
345005,Purankhedi Toll Plaza,Conc.,NATIONAL,Madhya Pradesh,Kolaras,25.1649077,77.6035472
345006,Methwada Toll Plaza,Conc.,NATIONAL,Madhya Pradesh,Indore,22.6731595,75.545744
345007,Dattigaon Toll Plaza,Conc.,NATIONAL,Madhya Pradesh,Jhabua,22.741519,74.836537
345010,Chapra Toll Plaza,Conc.,NATIONAL,Madhya Pradesh,Indore,23.6570433,76.6148339
345011,Rojwas Toll Plaza,Conc.,NATIONAL,Madhya Pradesh,Indore,23.3306354,76.1757945
345033,Heeran Khedi Toll Plaza,Conc.,NATIONAL,Madhya Pradesh,Rajgarh,23.98798,76.801104
345034,Jognihai Toll Plaza,Conc.,NATIONAL,Madhya Pradesh,Rewa,24.5488779,81.4031647
345035,Masuriha Toll Plaza,Conc.,NATIONAL,Madhya Pradesh,Rewa,24.7601633,82.0648097
345036,Baretha Km-21.120  Toll Plaza,Conc.,NATIONAL,Madhya Pradesh,Gwalior,26.320813,78.272572
345037,Phoop(Barahi) Km-105.300 Toll Plaza,Conc.,NATIONAL,Madhya Pradesh,Bhind,26.683184,78.917895
345041,Jhiriya Toll Plaza,Conc.,NATIONAL,Madhya Pradesh,Rewa,24.5702,81.4111
345043,Khambara Toll Plaza,PF,NATIONAL,Madhya Pradesh,Betul,21.6937297,78.3900797
345044,Jungawani Toll Plaza,PF,NATIONAL,Madhya Pradesh,Chhindwara,22.377885,79.151005
345045,Jaitpur Toll Plaza,PF,NATIONAL,Madhya Pradesh,Seoni,22.548497,79.600413
345046,Fulara Toll Plaza,PF,NATIONAL,Madhya Pradesh,Seoni,22.043539,79.418753
345047,Mungwari Toll Plaza,PF,NATIONAL,Madhya Pradesh,Hoshangabad,24.644126,79.336084
345048,Khadda Toll Plaza,PF,NATIONAL,Madhya Pradesh,Rewa,24.522264,81.365223
345050,Sonvarsha Toll Plaza,PF,NATIONAL,Madhya Pradesh,Sidhi,24.3958,81.8024
345051,Panihar Toll Plaza,PF,NATIONAL,Madhya Pradesh,Gwalior,26.097998,78.015844
345052,Mud Kheda Toll Plaza,PF,NATIONAL,Madhya Pradesh,Gwalior,25.6814588,77.7295852
345053,Milanpur Toll Plaza,PF,NATIONAL,Madhya Pradesh,Betul,21.8636943,77.9571605
345054,Ramnagar Toll Plaza,Conc.,NATIONAL,Madhya Pradesh,Shivpuri,25.278913,77.614165
345055,Mehra Toll Plaza,PF,NATIONAL,Madhya Pradesh,Gwalior,26.197589,78.240691
345056,Dagrai Toll Plaza,PF,NATIONAL,Madhya Pradesh,Datia,25.6158907,78.4787578
345057,Shadol/Dhurwar Toll Plaza,PF,NATIONAL,Madhya Pradesh,Bhopal,23.2816398,81.4293698
345058,Odaki Pipkhar Toll Plaza,PF,NATIONAL,Madhya Pradesh,Rewa,24.593492,81.2986
345059,Pathoroundi Toll Plaza,PF,NATIONAL,Madhya Pradesh,Kotma,23.2492475,82.0589565
345060,Ujara Toll Plaza,PF,NATIONAL,Madhya Pradesh,Ujara,25.0854986,79.7085139
345061,Sehatganj Toll Plaza,PF,NATIONAL,Madhya Pradesh,Vidisha,23.288508,77.706068
345062,Saliwada Toll Plaza,PF,NATIONAL,Madhya Pradesh,Jabalpur,23.108205,80.001234
345063,Pandutala Toll Plaza,PF,NATIONAL,Madhya Pradesh,Mandla,22.390935,80.808638
345064,Mohtara Toll Plaza,PF,NATIONAL,Madhya Pradesh,Sihora,23.4336923,80.0873052
345065,Madai Fee Plaza,PF,NATIONAL,Madhya Pradesh,Chaurai,22.553803,79.115999
345066,Majhgawan Toll Plaza,PF,NATIONAL,Madhya Pradesh,Bhopal,23.869976,80.350801
345067,Chikhalikala Toll Plaza,PF,NATIONAL,Madhya Pradesh,Betul,21.842211,78.433626
345068,Bahoripar TOLL PLAZA,PF,NATIONAL,Madhya Pradesh,Jabalpur,23.04675,79.9073666
345069,Kherwasani TOLL PLAZA,PF,NATIONAL,Madhya Pradesh,Katni,24.1222993,80.5994996
345070,Johariya Sheikh Toll Plaza,PF,NATIONAL,Madhya Pradesh,Sagar,23.797401,78.545475
345071,Sonkacch TOLL PLAZA,PF,NATIONAL,Madhya Pradesh,Sehore,23.360541,77.218446
345072,Kachnaria TOLL PLAZA,PF,NATIONAL,Madhya Pradesh,Rajgarh,23.863596,76.92223
345073,Khawasa Toll Plaza,PF,NATIONAL,Madhya Pradesh,Khawasa,21.703044,79.433797
345074,Patariya Goyal Toll Plaza,PF,NATIONAL,Madhya Pradesh,Patariya,23.131971,76.689998
345075,Pachwara Toll Plaza,PF,NATIONAL,Madhya Pradesh,Nowgong,25.134303,79.376709
345076,Mandwara Toll Plaza,PF,NATIONAL,Madhya Pradesh,Mandwara,22.050986,75.11918
345077,Mahauri Toll Plaza,PF,NATIONAL,Madhya Pradesh,Mahauri,24.577226,80.690857
345078,Devgaon Toll Plaza,PF,NATIONAL,Madhya Pradesh,Chhatarpur,24.782925,79.81691
345079,Vishankheda Toll Plaza,PF,NATIONAL,Madhya Pradesh,Raisen,23.022194,77.570611
345080,Harshili Toll Plaza,PF,NATIONAL,Madhya Pradesh,Raisen,23.018177,78.121077
345081,Shahpura Toll Plaza,PF,NATIONAL,Madhya Pradesh,Jabalpur,23.1501,79.7212
345082,Khiriya Fee Plaza,PF,NATIONAL,Madhya Pradesh,Raisen,23.087748,78.486994
345083,Newli Fee Plaza,Conc.,NATIONAL,Madhya Pradesh,Vidisha,24.154715,78.064432
345084,Dhamnod Toll Plaza,Conc.,STATE,Madhya Pradesh,Dhamnod,22.216325,75.513255
345085,Ratanpur Pata Plaza,Conc.,STATE,Madhya Pradesh,Khargaone,22.246727,76.001647
345086,Bhopal Vidisha Toll Plaza,Conc.,STATE,Madhya Pradesh,Sukhisewa,23.37114,77.50287
345087,Chanatoriya (Sagar) Toll Plaza,Conc.,STATE,Madhya Pradesh,Sagar,23.88747,78.87
345088,Bansa (Damoh) Toll Plaza,Conc.,STATE,Madhya Pradesh,Damoh,23.805957,79.370837
345089,Ghatabillod Toll Plaza,Conc.,STATE,Madhya Pradesh,Pithampur,22.64411,75.568497
345090,Sarasdol Toll Plaza,PF,NATIONAL,Madhya Pradesh,Jabalpur,23.115915,79.049163
345091,Talen Mirzapur Toll Plaza,PF,NATIONAL,Madhya Pradesh,Rajgarh,23.585443,76.737047
345092,Goragaon Toll Plaza,PF,NATIONAL,Madhya Pradesh,Goragaon,25.973169,78.835375
345093,Palhan Toll Plaza,PF,NATIONAL,Madhya Pradesh,Rewa,24.77073,81.40089
345094,Bela Toll Plaza,PF,NATIONAL,Madhya Pradesh,Rampur,24.493444,81.143406
345095,Para Fee Plaza,PF,NATIONAL,Madhya Pradesh,Bhind,26.672845,78.730507
536049,Baharagaon Toll Plaza,PF,NATIONAL,Madhya Pradesh,HARDA,22.315154,77.250122
536053,Sirsod Toll Plaza,Conc.,STATE,Madhya Pradesh,Shivpuri,25.490262,77.494286
536054,Karahal Toll Plaza,Conc.,STATE,Madhya Pradesh,Goras,25.503944,77.073194
536064,RATWAI Toll Plaza,Conc.,STATE,Madhya Pradesh,GWALIOR,26.242449,78.313129
536065,CHITTORA Toll Plaza,Conc.,STATE,Madhya Pradesh,GOHAD,26.331776,78.489637
536072,Gadha  Toll Plaza,PF,NATIONAL,Madhya Pradesh,Betul,21.9192,77.7388
536091,Semalkhedi Fee Plaza,PF,NATIONAL,Madhya Pradesh,Semalkhed,23.873788,76.107003
536099,Nipaniya Fee Plaza,PF,NATIONAL,Madhya Pradesh,Piplai,23.300828,75.827876
536105,Mengaon Toll Plaza,PF,NATIONAL,Madhya Pradesh,Khargone,21.89575,75.603028
536172,Kadwala Toll Plaza,Conc.,STATE,Madhya Pradesh,"Barod, Shajapur",23.758,75.8295
536173,Tal Phanta Toll Plaza,Conc.,STATE,Madhya Pradesh,Tal,23.7314,75.4116
536174,Chhegaon Makhan Toll Plaza,PF,NATIONAL,Madhya Pradesh,Khandwa,21.784144,76.240169
536204,Sujalpur Akodia Toll Plaza,Conc,STATE,Madhya Pradesh,Akodia,23.389354,76.627212
536242,Pipariya Toll Plaza,Conc,STATE,Madhya Pradesh,Gram Tilar,22.769163,78.355685
536243,Kareli Toll Plaza,Conc,STATE,Madhya Pradesh,Kareli Bast,22.911193,79.054614
536244,IVRCL ramp plaza,PF,NATIONAL,Madhya Pradesh,Dhar,22.741726,74.836322
536245,Patharahata Toll Plaza,PF,NATIONAL,Madhya Pradesh,Unchehra,24.35228,80.79668
536384,Konajhir Toll Plaza,Conc,STATE,Madhya Pradesh,Sehore,23.126453,77.044888
536396,Bordikalan Toll Plaza,Conc,STATE,Madhya Pradesh,Icchawar,22.9550786,77.1014803
536400,Kundi Toll Plaza,PF,NATIONAL,Madhya Pradesh,Gurgunda,22.2305922,77.8934845
536401,JAMGADI Toll Plaza,Conc,STATE,Madhya Pradesh,Gajrabahr,23.126453,77.044888
536405,Nanakpur toll plaza,PF,STATE,Madhya Pradesh,Dewas,22.9303340327668,76.7194770804407
536481,Kishanpura toll plaza,PF,NATIONAL,Madhya Pradesh,Sagar,23.93183,78.548452
536542,Kharsodkhurd Toll Plaza,PF,NATIONAL,Madhya Pradesh,Ujjain,23.12663,75.475851
536555,Dhamokhar Toll Plaza,Conc.,STATE,Madhya Pradesh,UMARIA,23.6305684,80.9221712
536556,Bhadanpur Toll Plaza,Conc.,STATE,Madhya Pradesh,MAIHAR,24.1567236,80.8165465
536557,Sonwari Toll Plaza,Conc.,STATE,Madhya Pradesh,MAIHAR,24.234734,80.7888797
536560,Barwaikheda Toll Plaza,PF,NATIONAL,Madhya Pradesh,Kannod,22.628611,76.832777
536620,Mana Toll Plaza,PF,NATIONAL,Madhya Pradesh,Mana,23.999963,76.230951
536636,Mau Toll Plaza,Conce.,STATE,Madhya Pradesh,Shahdol,24.100937,81.358664
536637,Karki Toll Plaza,Conc.,STATE,Madhya Pradesh,Shahdol,23.797913,81.382106
536648,Tulheda Toll Plaza (Ch.27+335),PF,NATIONAL,Madhya Pradesh,Ujjain,23.346919,75.79895
536649,Khedakhajuria Toll Plaza(Ch. 40+500),PF,NATIONAL,Madhya Pradesh,Ujjain,23.46434799,75.78362267
536650,Mundla Sondhiya Toll Plaza (Ch. 68+220),PF,NATIONAL,Madhya Pradesh,Ujjain,23.713675,75.740882
536651,Barkheda Barod Toll Plaza (Ch.74+684),PF,NATIONAL,Madhya Pradesh,Arar Malwa Road,23.770673,75.739239
536652,Nayakheda Toll Plaza (Ch. 95+058),PF,NATIONAL,Madhya Pradesh,Jhalawar,23.94895364,75.72164655
536653,Antraliya Toll Plaza (Ch.109+670),PF,NATIONAL,Madhya Pradesh,Mandsaur,24.07108856,75.70631336
536654,Semli Kakad Toll Plaza (Ch.112+500),PF,NATIONAL,Madhya Pradesh,Mandsaur,24.09511218,75.69796935
536669,Kirar Toll Plaza,CONC.,STATE,Madhya Pradesh,Anuppur,23.018648,81.60591
536670,Podaki Checkpost Plaza,CONC.,STATE,Madhya Pradesh,Anuppur,22.788614,81.726064
536823,Karrapur Fee Plaza,CONC,NATIONAL,Madhya Pradesh,sagar,23.946989,78.8819
540506,ANTARVELIYA Toll Plaza,PF,STATE,Madhya Pradesh,Ratlam,22.8654,74.5519
540507,KALMORA Toll Plaza,Conc.,STATE,Madhya Pradesh,Jhabua,23.225745,75.034617
540508,Rau Pithampur Toll Plaza,Conc.,STATE,Madhya Pradesh,Indore,22.628823,75.78631
540509,Golkheri Toll Plaza,Conc.,STATE,Madhya Pradesh,Bhopal,23.394807,77.399706
540510,ChouraKheri Toll Plaza,Conc.,STATE,Madhya Pradesh,Guna,24.049466,77.649413
540511,Selwa Toll plaza,Conc.,STATE,Madhya Pradesh,Seoni,22.075667,79.617528
540512,Lawada Toll Plaza,Conc.,STATE,Madhya Pradesh,Balaghat,21.859778,80.106833
540513,Dangdiya Toll plaza,Conc.,STATE,Madhya Pradesh,Bhopal,22.424746,75.072311
540514,Ringod Toll plaza,Conc.,STATE,Madhya Pradesh,Bhopal,22.601715,74.928755
545004,Fanda toll plaza,Conc.,STATE,Madhya Pradesh,Bhopal,23.2245025,77.1907789
545005,Amlaha toll plaza,Conc.,STATE,Madhya Pradesh,Sehore,23.1021426,76.875811
545006,Bhourasa Toll Plaza,Conc.,STATE,Madhya Pradesh,Dewas,22.9751708,76.2184202
545007,Kherkheda Toll Plaza,Conc.,STATE,Madhya Pradesh,Ujjain,24.01664,75.393569
545008,Bilantri TOLL PLAZA,Conc.,STATE,Madhya Pradesh,Ujjain,24.020435,75.290547
545009,Sardarpur Toll Plaza,Conc.,STATE,Madhya Pradesh,Dhar,22.742188,74.986108
545010,Sanawad TOLL PLAZA,Conc.,STATE,Madhya Pradesh,Indore,22.166554,76.113996
545011,Hatta TOLL PLAZA,Conc.,STATE,Madhya Pradesh,Sagar,24.123109,79.55156
545012,Devkhedi TOLL PLAZA,Conc.,STATE,Madhya Pradesh,Gwalior,24.516005,77.769897
545013,Singhpur Toll Plaza,Conc.,STATE,Madhya Pradesh,Rewa,24.712917,80.585349
545014,Silwani Toll Plaza,Conc.,STATE,Madhya Pradesh,Sagar,23.309393,78.45677
545015,Talchiri Toll Plaza,Conc.,STATE,Madhya Pradesh,Sagar,23.751029,78.756334
545016,Tikitoria Toll Plaza,Conc.,STATE,Madhya Pradesh,Sagar,23.613398,79.087741
545017,Gadaghat Toll Plaza,Conc.,STATE,Madhya Pradesh,Sagar,23.301857,79.673409
545018,Ghoradongri TOLL PLAZA,Conc.,STATE,Madhya Pradesh,Narmadapuram,22.125288,78.025027
545019,Eklehra Toll Plaza,Conc,STATE,Madhya Pradesh,Narmadapuram,22.192429,78.689015
545020,Bela Toll Plaza,Conc.,STATE,Madhya Pradesh,Sagar,25.076435,79.327525
545021,Mawai Toll Plaza,Conc.,STATE,Madhya Pradesh,Sagar,24.791454,78.924038
545022,MHOW TOLL PLAZA,BOT,STATE,Madhya Pradesh,Mhow,22.607405,75.794223
545023,Manankheda Toll Plaza,Conc.,STATE,Madhya Pradesh,Manankhe,23.79626925,75.10225026
545024,Piplyamandi Toll Plaza,Conc.,STATE,Madhya Pradesh,Piplyaman,24.168848,75.013273
545025,Nayagaon Toll Plaza,Conc.,STATE,Madhya Pradesh,Nayagaon,24.572623,74.761591
545026,Chokala Toll Plaza,Conc.,STATE,Madhya Pradesh,Dhar,22.931,75.2507
545027,Chikliya Toll Plaza,Conc.,STATE,Madhya Pradesh,Ratlam,23.2305,75.127
545028,Gangiwara Toll Plaza,BOT,STATE,Madhya Pradesh,Chhindwara,22.121749,78.828202
545029,Susari Toll Plaza,BOT,STATE,Madhya Pradesh,Dhar,22.160372,74.774565
545030,Nanpur Toll Plaza,BOT,STATE,Madhya Pradesh,Alirajpur,22.27008,74.51252
545031,Kuabadla Toll Plaza,BOT,STATE,Madhya Pradesh,Chhindwara,22.36342938,78.62131517
545032,Billaua Toll Plaza,BOT,STATE,Madhya Pradesh,Gwalior,26.055268,78.252663
545033,Badgaon Toll Plaza,BOT,STATE,Madhya Pradesh,Khandwa,21.298056,76.321111
545034,Jaswadi Toll Plaza,BOT,STATE,Madhya Pradesh,Khandwa,21.7875,76.444167
545035,Sarlapada Toll Plaza,Conc.,STATE,Madhya Pradesh,Ratlam,23.492569,74.800278
545036,Delanpur Toll Plaza,Conc.,STATE,Madhya Pradesh,Ratlam,23.417531,74.996667
545037,Manawarkukshi Toll Plaza,Conc.,STATE,Madhya Pradesh,Manawar,22.210352,75.025833
545038,Rewa Ring Road Toll Plaza,Conc.,STATE,Madhya Pradesh,Rewa,24.53725,81.3494444
545039,Baroli Toll Plaza,Conc.,STATE,Madhya Pradesh,Indore,22.816212,75.848384
545040,Ninora Toll Plaza,Conc.,STATE,Madhya Pradesh,Ujjain,23.0815536,75.8156813
545041,Dewas Bypass Toll Plaza,Conc.,STATE,Madhya Pradesh,Dewas,22.929,76.0463
545042,Pagara-Guna Cantt Toll Plaza,Conc.,STATE,Madhya Pradesh,Guna,24.650828,77.422362
545043,Futera Toll Plaza,Conc.,STATE,Madhya Pradesh,Ashok Nagar,24.669794,77.748436
545044,Malyakhedi Toll Plaza,DBFOT,STATE,Madhya Pradesh,Mandsaur,24.047369,75.035803
545045,Pandola Toll Plaza,DBFOT,STATE,Madhya Pradesh,Sheopur,25.56625,76.6529
545046,Khiriya Naka Toll Plaza,DBFOT,STATE,Madhya Pradesh,Tikamgarh,24.642486,78.764694
545047,Taloon Toll Plaza,DBFOT,STATE,Madhya Pradesh,Barwani,22.032864,74.962111
545048,Julwaniya Toll Plaza,DBFOT,STATE,Madhya Pradesh,Julwaniya,21.856536,75.221664
545049,Bijanhai Toll Plaza,DBFOT,STATE,Madhya Pradesh,Silwani,23.131733,78.506008
545050,Boras Toll Plaza,DBFOT,STATE,Madhya Pradesh,Gardarwa,23.03015,78.514381
545051,Chakrawda Toll Plaza,BOT,STATE,Madhya Pradesh,Ujjain,23.2547289,75.7179749
545052,Bhuteda Toll Plaza,BOT,STATE,Madhya Pradesh,Jaora,23.5968864,75.1640542
545054,Rangaon Toll Plaza,Conc.,STATE,Madhya Pradesh,Manawar,22.18080556,75.1875
545055,Kanad Toll Plaza,Conc.,STATE,Madhya Pradesh,Agar,23.67727778,76.13361111
545068,MBL NEWARGAON TOLL PLAZA,Conc.,STATE,Madhya Pradesh,Balaghat,21.826114,80.041645
545069,Ichoul Toll Plaza,Conc.,STATE,Madhya Pradesh,Unchehra,24.349306,80.778889
545070,Ubra Toll Plaza,Conc.,STATE,Madhya Pradesh,Maihar,23.94133333,80.81305556
545076,Gadariya TOLL PLAZA,PF,STATE,Madhya Pradesh,Singrauli,24.146502,82.491474
545077,Palsud  Toll Plaza,Conc.,STATE,Madhya Pradesh,Palsud,21.813416,74.974632
545078,Ujjain Sihasth Bypass Toll Plaza,Conc.,STATE,Madhya Pradesh,Ujjain,23.173326,75.734782
545079,Datia-Bhander Toll Plaza,Conc.,STATE,Madhya Pradesh,Bhander,25.716217,78.701949
545080,TCIL LAKHNADON TOLL PLAZA,Conc.,STATE,Madhya Pradesh,Village chh,22.65033,79.93069
545081,TCIL BINA TOLL Road LTD.,PF,STATE,Madhya Pradesh,Village Iko,24.154869,78.065187
545084,Bhimpura Toll Plaza,Conc.,STATE,Madhya Pradesh,Bhind,26.657489,78.869295
545085,GVR BEHARI Toll Plaza,Conc,STATE,Madhya Pradesh,Rewa,24.742577,82.109536
545086,Panna Amanganj Toll Plaza,Conc.,STATE,Madhya Pradesh,Panna,24.65939,80.15294
545090,Madhav Sihora Silodi Corridor,PF,STATE,Madhya Pradesh,Sihora,23.44825,80.143389
545095,Mubarakpur Toll Plaza,Conc.,STATE,Madhya Pradesh,Bhopal,23.310689,77.319815
545096,11 miles Toll Plaza,Conc.,STATE,Madhya Pradesh,Bhopal,23.141503,77.485499
545097,Bagwada Fee Plaza,PF,NATIONAL,Madhya Pradesh,Sehore,22.781523,77.733774
545098,Harduwani (Damoh) Toll Plaza,Conc.,STATE,Madhya Pradesh,Damoh,23.849222,79.60967
545099,Majhagawan (Katni) Toll Plaza,Conc.,STATE,Madhya Pradesh,Katni,23.884352,80.338989
545100,Bajrangarh Toll Plaza,Conc,STATE,Madhya Pradesh,Guna,24.575655,77.286901
545101,Kalyanpura Toll Plaza,Conc,STATE,Madhya Pradesh,Sironj,24.127005,77.650435
545102,Durjanpura Toll Plaza,PF,STATE,Madhya Pradesh,Durjanpur,22.475387,75.571802
545103,Mandleswar Toll plaza,Conc.,STATE,Madhya Pradesh,Indore,22.280472,75.695583
546000,Neemthur Toll Plaza,PF,NATIONAL,Madhya Pradesh,Neemthur,24.52109562,75.81037561
546001,Garoth Toll Plaza,PF,NATIONAL,Madhya Pradesh,Garoth,24.303325,75.651305
546002,Dalavada Toll Plaza,PF,NATIONAL,Madhya Pradesh,Dalavada,23.97131509,75.408085
546003,DVE Bhuteda  Toll Plaza,PF,NATIONAL,Madhya Pradesh,Bhuteda,23.60847026,75.15080498
546004,Nayapura Toll Plaza,PF,NATIONAL,Madhya Pradesh,Nayapura,23.51194711,75.07147537
546005,Dhamnod Toll Plaza,PF,NATIONAL,Madhya Pradesh,Dhamnod,23.422924,74.977782
